User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1000019,P00249642,M,0-17,10,,3,0,3,5,,11023
1000019,P00124842,M,0-17,10,A,3,0,11,,,4654
1000019,P00250642,M,0-17,10,A,3,0,11,,,4664
1000019,P00058142,M,0-17,10,A,3,0,3,4,12,8290
1000019,P00117442,M,0-17,10,A,3,0,5,14,,7011
1000019,P00251642,M,0-17,10,,3,0,1,2,4,4211
1000019,P00244842,M,0-17,10,A,3,0,11,,,1539
1000021,P00220242,M,18-25,16,B,0,0,3,12,,3055
1000022,P00351142,M,18-25,15,A,4+,0,1,8,17,12099
1000022,P00213242,M,18-25,15,A,4+,0,5,8,,8797
1000022,P00195942,M,18-25,15,A,4+,0,3,4,,10681
1000022,P00115642,M,18-25,15,A,4+,0,8,14,,7801
1000022,P0098242,M,18-25,15,A,4+,0,1,16,,15517
1000022,P00262242,M,18-25,15,A,4+,0,1,11,16,12098
1000022,P00258742,M,18-25,15,A,4+,0,5,,,6976
1000022,P00218242,M,18-25,15,A,4+,0,5,8,,5384
1000022,P00021742,M,18-25,15,A,4+,0,5,,,6973
1000022,P00313042,M,18-25,15,A,4+,0,5,14,,5168
1000022,P00133742,M,18-25,15,A,4+,0,5,14,,3449
1000022,P00077042,M,18-25,15,A,4+,0,5,,,7177
1000022,P00280542,M,18-25,15,A,4+,0,11,,,4570
1000022,P00225842,M,18-25,15,A,4+,0,2,4,15,9564
1000023,P00278942,M,36-45,0,B,3,1,1,2,3,15766
1000023,P00004742,M,36-45,0,B,3,1,6,16,,8481
1000023,P00198042,M,36-45,0,B,3,1,11,16,,6108
1000023,P00177442,M,36-45,0,,3,1,1,6,8,15354
1000023,P00000642,M,36-45,0,B,3,1,1,6,16,12015
1000023,P00288942,M,36-45,0,B,3,1,1,2,5,15371
1000023,P00270942,M,36-45,0,B,3,1,1,2,15,19239
1000023,P00345842,M,36-45,0,B,3,1,2,8,14,16137
1000023,P00032042,M,36-45,0,B,3,1,1,2,15,11887
1000023,P00313042,M,36-45,0,B,3,1,5,14,,5183
1000023,P00112342,M,36-45,0,B,3,1,13,16,,584
1000023,P00031842,M,36-45,0,B,3,1,1,5,12,7601
1000024,P00346642,F,26-35,7,A,3,1,8,,,2230
1000024,P00205642,F,26-35,7,A,3,1,5,8,,6940
1000024,P00248942,F,26-35,7,A,3,1,1,6,14,15774
1000025,P00206442,M,18-25,4,,4+,0,1,5,9,15361
1000025,P00046742,M,18-25,4,C,4+,0,1,2,15,15770
1000025,P00120042,M,18-25,4,C,4+,0,1,2,,18974
1000026,P00043242,M,26-35,7,B,2,1,5,,,1848
1000026,P00057242,M,26-35,7,B,2,1,5,,,3624
1000026,P00022842,M,26-35,7,B,2,1,5,,,5275
1000026,P00252042,M,26-35,7,B,2,1,5,14,,5356
1000026,P00042242,M,26-35,7,B,2,1,5,15,,5411
1000026,P00059542,M,26-35,7,B,2,1,2,4,,9734
1000026,P00346642,M,26-35,7,B,2,1,8,,,7814
1000026,P00021242,M,26-35,7,B,2,1,8,16,,6098
1000026,P00023042,M,26-35,7,B,2,1,5,14,,5195
1000026,P00144242,M,26-35,7,B,2,1,5,14,,5220
1000026,P00101342,M,26-35,7,B,2,1,6,8,,16093
1000026,P00289342,M,26-35,7,B,2,1,5,8,14,3702
1000027,P00281742,M,26-35,11,,1,1,5,8,18,8696
1000027,P00266642,M,26-35,11,C,1,1,1,8,9,7730
1000027,P00323742,M,26-35,11,C,1,1,8,,,9836
1000027,P00116342,M,26-35,11,C,1,1,2,,,16500
1000027,P00117142,M,26-35,11,C,1,1,2,17,,15903
1000028,P00084442,F,26-35,1,C,2,1,13,16,,758
1000028,P00331542,F,26-35,1,C,2,1,5,8,,6904
1000028,P00118742,F,26-35,1,C,2,1,5,11,,8690
1000028,P00178942,F,26-35,1,C,2,1,5,8,,8624
1000028,P00026042,F,26-35,1,C,2,1,8,14,17,3904
1000029,P00233542,M,36-45,7,C,1,0,1,15,,19068
1000029,P00127242,M,36-45,7,,1,0,1,16,,7963
1000029,P00349942,M,36-45,7,C,1,0,1,5,,15511
1000029,P00303342,M,36-45,7,C,1,0,1,16,,11859
1000030,P00051442,F,36-45,7,C,3,0,8,17,,9735
1000030,P00275642,F,36-45,7,C,3,0,8,,,4166
1000030,P00278642,F,36-45,7,C,3,0,5,,,6927
1000031,P00117442,M,55+,7,C,2,0,5,14,,8596
1000031,P00322042,M,55+,7,C,2,0,5,8,,5248
1000031,P00216342,M,55+,7,C,2,0,3,4,5,10592
1000031,P00329342,M,55+,7,,2,0,5,,,3482
1000032,P00332342,F,26-35,0,C,3,1,5,8,,7134
1000033,P00285442,M,46-50,3,A,1,1,8,,,7854
1000033,P00111742,M,46-50,3,A,1,1,15,,,17391
1000033,P00293742,M,46-50,3,A,1,1,8,,,6074
1000033,P00032842,M,46-50,3,A,1,1,8,,,6119
1000033,P00216142,M,46-50,3,A,1,1,1,16,,15333
1000033,P00001642,M,46-50,3,A,1,1,8,16,,6129
1000033,P00351842,M,46-50,3,A,1,1,5,,,5265
1000033,P00145442,M,46-50,3,A,1,1,8,15,,7888
1000033,P00344242,M,46-50,3,A,1,1,8,10,,4035
1000033,P00327242,M,46-50,3,A,1,1,5,8,,5280
1000033,P00241142,M,46-50,3,A,1,1,8,,,7909
1000033,P00219242,M,46-50,3,A,1,1,4,5,,811
1000033,P00057342,M,46-50,3,,1,1,4,5,,2846
1000033,P00165742,M,46-50,3,A,1,1,8,16,,7994
1000033,P00154642,M,46-50,3,A,1,1,8,,,3897
1000034,P00192942,F,18-25,0,A,0,0,5,,,6996
1000034,P00247042,F,18-25,0,A,0,0,5,14,,8593
1000034,P00150542,F,18-25,0,,0,0,5,,,6917
1000034,P00347142,F,18-25,0,A,0,0,5,,,5329
1000034,P00326742,F,18-25,0,A,0,0,11,,,5942
1000034,P00085942,F,18-25,0,,0,0,2,4,8,15895
1000034,P00330442,F,18-25,0,A,0,0,5,14,,7165
1000034,P00327842,F,18-25,0,A,0,0,8,16,,9846
1000034,P00218342,F,18-25,0,A,0,0,5,,,8701
1000034,P00259042,F,18-25,0,A,0,0,5,,,8757
1000035,P00102542,M,46-50,1,C,4+,1,8,,,6109
1000035,P00285442,M,46-50,1,C,4+,1,8,,,6139
1000035,P00121142,M,46-50,1,C,4+,1,8,,,5897
1000035,P00228242,M,46-50,1,C,4+,1,8,,,3990
1000035,P00129542,M,46-50,1,C,4+,1,8,14,,6153
1000035,P00309542,M,46-50,1,C,4+,1,5,14,,5319
1000035,P00106742,M,46-50,1,C,4+,1,3,5,,10767
1000036,P00102642,M,26-35,3,B,0,0,4,8,9,2832
1000036,P00127442,M,26-35,3,B,0,0,1,2,15,8066
1000036,P00345642,M,26-35,3,B,0,0,1,15,16,15812
1000036,P00357842,M,26-35,3,B,0,0,5,,,6967
1000036,P00115342,M,26-35,3,B,0,0,5,8,14,6922
1000036,P00174442,M,26-35,3,B,0,0,5,,,8621
1000036,P00282642,M,26-35,3,B,0,0,5,,,7030
1000036,P00150542,M,26-35,3,,0,0,5,,,7172
1000036,P00037142,M,26-35,3,B,0,0,1,2,5,15769
1000036,P00192042,M,26-35,3,B,0,0,5,9,14,6871
1000036,P00197542,M,26-35,3,B,0,0,5,,,7171
1000036,P00048742,M,26-35,3,B,0,0,5,,,7139
1000036,P00110142,M,26-35,3,B,0,0,7,,,16280
1000036,P00120842,M,26-35,3,,0,0,8,17,,9894
1000036,P00267742,M,26-35,3,B,0,0,5,,,3664
1000036,P00086442,M,26-35,3,B,0,0,8,13,15,7869
1000036,P00331842,M,26-35,3,B,0,0,16,,,16866
1000036,P00288642,M,26-35,3,B,0,0,16,,,20442
1000036,P00318742,M,26-35,3,B,0,0,1,8,,11518
1000036,P00028442,M,26-35,3,B,0,0,1,8,16,15285
1000036,P00208342,M,26-35,3,B,0,0,1,16,,15524
1000036,P00193542,M,26-35,3,B,0,0,1,2,,19278
1000036,P00277442,M,26-35,3,,0,0,1,6,15,15445
1000037,P00085242,F,26-35,9,C,1,0,8,14,17,8034
1000039,P00279442,M,18-25,4,B,2,0,16,,,12464
1000039,P00351142,M,18-25,4,B,2,0,1,8,17,15319
1000041,P00235242,F,18-25,4,C,3,0,8,,,5915
1000041,P00251542,F,18-25,4,C,3,0,11,16,,6025
1000042,P00046742,M,26-35,8,,0,1,1,2,15,19433
1000042,P00003242,M,26-35,8,C,0,1,8,15,,6027
1000042,P00221542,M,26-35,8,C,0,1,5,15,,7040
1000042,P00142142,M,26-35,8,,0,1,1,2,15,11965
1000042,P00044442,M,26-35,8,C,0,1,1,16,,15469
1000042,P00147742,M,26-35,8,C,0,1,1,16,,11925
1000042,P00030942,M,26-35,8,C,0,1,4,5,9,2826
1000042,P00288042,M,26-35,8,C,0,1,8,,,4013
1000042,P00313142,M,26-35,8,C,0,1,8,,,5914
1000042,P00195442,M,26-35,8,C,0,1,5,,,7176
1000043,P00255842,M,26-35,12,A,0,0,16,,,20961
1000044,P00112142,M,46-50,17,B,3,1,1,2,14,19072
1000044,P00120342,M,46-50,17,B,3,1,5,17,,7179
1000044,P00110542,M,46-50,17,,3,1,8,,,7995
1000044,P00279942,M,46-50,17,B,3,1,8,,,4124
1000044,P00303742,M,46-50,17,B,3,1,8,,,7772
1000044,P00140742,M,46-50,17,B,3,1,1,15,,11799
1000044,P00190042,M,46-50,17,B,3,1,3,4,5,13251
1000044,P00316742,M,46-50,17,B,3,1,4,5,,3524
1000044,P00233542,M,46-50,17,B,3,1,1,15,,15853
1000044,P00115242,M,46-50,17,B,3,1,5,8,,1728
1000044,P00338442,M,46-50,17,B,3,1,1,16,,11693
1000044,P00302842,M,46-50,17,B,3,1,8,13,,7852
1000044,P00124842,M,46-50,17,B,3,1,11,,,1582
1000045,P00066442,F,46-50,16,A,1,1,5,14,,6950
1000045,P00273442,F,46-50,16,A,1,1,12,14,17,1414
1000045,P00210142,F,46-50,16,A,1,1,14,,,4325
1000045,P00212542,F,46-50,16,,1,1,8,14,,4028
1000045,P00321742,F,46-50,16,A,1,1,5,8,17,3432
1000045,P00020042,F,46-50,16,A,1,1,5,8,,3715
1000045,P00051942,F,46-50,16,A,1,1,5,6,11,3540
1000045,P00251342,F,46-50,16,A,1,1,5,11,,5352
1000045,P00303542,F,46-50,16,A,1,1,5,,,1828
1000045,P00228142,F,46-50,16,A,1,1,5,,,7159
1000046,P00123142,M,18-25,19,C,4+,0,11,,,7614
1000046,P00079542,M,18-25,19,C,4+,0,5,8,,1784
1000046,P00103142,M,18-25,19,C,4+,0,1,,,3978
1000046,P00305542,M,18-25,19,,4+,0,11,,,7478
1000047,P00031042,M,18-25,4,C,4+,1,8,,,8043
1000047,P00260042,M,18-25,4,C,4+,1,5,8,,6912
1000048,P00055642,M,26-35,4,B,3,1,4,5,,1447
1000048,P00312742,M,26-35,4,B,3,1,15,,,4338
1000048,P00010742,M,26-35,4,B,3,1,1,8,17,19352
1000048,P00147742,M,26-35,4,B,3,1,1,16,,11420
1000048,P00303742,M,26-35,4,B,3,1,8,,,5897
1000048,P00223242,M,26-35,4,B,3,1,5,14,,7048
1000048,P00114942,M,26-35,4,B,3,1,1,15,16,15783
1000048,P00277442,M,26-35,4,B,3,1,1,6,15,11396
1000048,P00183242,M,26-35,4,B,3,1,5,15,,5180
1000048,P00030842,M,26-35,4,B,3,1,1,2,15,15549
1000048,P00220142,M,26-35,4,,3,1,1,15,,11935
1000048,P00130442,M,26-35,4,B,3,1,3,5,,8091
1000048,P00323042,M,26-35,4,B,3,1,5,,,7001
1000048,P00344742,M,26-35,4,B,3,1,5,,,1747
1000048,P00182442,M,26-35,4,B,3,1,5,11,,5252
1000048,P00015342,M,26-35,4,B,3,1,2,4,,6407
1000048,P00113242,M,26-35,4,B,3,1,1,6,8,15466
1000048,P00288042,M,26-35,4,B,3,1,8,,,7781
1000048,P00103042,M,26-35,4,B,3,1,1,14,,15849
1000048,P00187842,M,26-35,4,B,3,1,1,16,,11430
1000048,P00162442,M,26-35,4,B,3,1,1,16,,11404
1000048,P00078542,M,26-35,4,B,3,1,1,2,16,11853
1000048,P0094142,M,26-35,4,,3,1,4,5,,1446
1000048,P00324442,M,26-35,4,B,3,1,11,13,16,3101
1000048,P00041642,M,26-35,4,B,3,1,5,,,3694
1000048,P00050542,M,26-35,4,B,3,1,5,,,3696
1000048,P00006442,M,26-35,4,B,3,1,5,,,3580
1000049,P00051442,M,18-25,12,C,4+,1,8,17,,9879
1000049,P00350942,M,18-25,12,C,4+,1,3,4,5,10783
1000049,P00000142,M,18-25,12,C,4+,1,3,4,5,13353
1000049,P00127242,M,18-25,12,C,4+,1,1,16,,15715
1000049,P00034042,M,18-25,12,C,4+,1,1,2,16,11463
1000049,P00143142,M,18-25,12,C,4+,1,8,14,,7763
1000050,P00317942,F,26-35,2,A,1,1,8,16,,5878
1000050,P00335542,F,26-35,2,A,1,1,8,,,5845
1000051,P00361842,F,0-17,10,C,2,0,15,16,,17271
1000052,P00147942,M,18-25,4,C,0,0,1,16,,15244
1000052,P00000642,M,18-25,4,,0,0,1,6,16,19060
1000052,P00037142,M,18-25,4,C,0,0,1,2,5,15772
1000052,P00028042,M,18-25,4,,0,0,1,16,,8159
1000053,P00117542,M,26-35,0,B,1,0,18,,,3794
1000053,P00120342,M,26-35,0,,1,0,5,17,,8637
1000053,P00130742,M,26-35,0,B,1,0,1,14,17,19251
1000053,P00024142,M,26-35,0,B,1,0,8,9,14,10021
1000053,P00127242,M,26-35,0,B,1,0,1,16,,15734
1000053,P00209742,M,26-35,0,B,1,0,1,11,15,19662
1000053,P00160042,M,26-35,0,B,1,0,1,13,16,19416
1000053,P00042342,M,26-35,0,B,1,0,8,16,,5996
1000053,P00016542,M,26-35,0,B,1,0,1,6,16,11937
1000053,P00016742,M,26-35,0,B,1,0,1,15,16,15859
1000053,P00227642,M,26-35,0,,1,0,1,5,14,11723
1000053,P00146142,M,26-35,0,B,1,0,1,2,15,11793
1000053,P00070542,M,26-35,0,B,1,0,3,15,,13689
1000053,P00129842,M,26-35,0,B,1,0,6,8,15,16306
1000053,P00243942,M,26-35,0,B,1,0,1,2,15,19171
1000053,P00246742,M,26-35,0,B,1,0,11,15,,1629
1000053,P00310142,M,26-35,0,B,1,0,5,15,,6931
1000053,P00244142,M,26-35,0,B,1,0,1,2,15,12004
1000053,P00085442,M,26-35,0,B,1,0,12,14,,1752
1000053,P00190142,M,26-35,0,,1,0,3,4,5,10766
1000053,P00109242,M,26-35,0,B,1,0,6,8,10,20529
1000053,P00089342,M,26-35,0,B,1,0,8,,,9856
1000053,P00288542,M,26-35,0,B,1,0,8,,,8000
1000053,P00212242,M,26-35,0,B,1,0,8,,,10038
1000053,P00319342,M,26-35,0,B,1,0,5,8,,8685
1000053,P00302942,M,26-35,0,B,1,0,8,,,7796
1000053,P00145942,M,26-35,0,B,1,0,6,8,13,20474
1000053,P00026342,M,26-35,0,B,1,0,8,,,7820
1000053,P00148842,M,26-35,0,B,1,0,6,8,16,16477
1000054,P00299842,M,51-55,1,C,4+,1,8,,,6198
1000054,P00313342,M,51-55,1,C,4+,1,5,,,5185
1000056,P00102442,M,36-45,20,C,0,1,8,,,5980
1000056,P00237542,M,36-45,20,C,0,1,1,15,16,11370
1000056,P00213742,M,36-45,20,,0,1,8,,,9834
1000056,P0099342,M,36-45,20,C,0,1,5,8,,2012
1000057,P00171542,M,18-25,19,C,2,0,2,5,14,3581
1000057,P00135742,M,18-25,19,C,2,0,6,8,,12131
1000057,P00350342,M,18-25,19,C,2,0,1,6,,4290
1000058,P00110742,M,26-35,2,B,3,0,1,2,8,15824
1000058,P00117642,M,26-35,2,B,3,0,10,16,,23603
1000058,P00114142,M,26-35,2,B,3,0,8,,,9940
1000058,P00119142,M,26-35,2,B,3,0,3,4,12,13557
1000058,P00280742,M,26-35,2,B,3,0,6,8,,16420
1000058,P00271142,M,26-35,2,B,3,0,5,,,8842
1000058,P00348242,M,26-35,2,,3,0,8,,,7959
1000058,P00003942,M,26-35,2,B,3,0,5,14,,6987
1000058,P00282642,M,26-35,2,B,3,0,5,,,6855
1000058,P00288642,M,26-35,2,B,3,0,16,,,16579
1000058,P00151742,M,26-35,2,B,3,0,8,15,16,5851
1000058,P00244142,M,26-35,2,B,3,0,1,2,15,8147
1000058,P00050642,M,26-35,2,B,3,0,15,16,,12850
1000059,P00114742,F,51-55,1,B,4+,1,8,,,5899
1000059,P00113942,F,51-55,1,B,4+,1,8,,,3993
1000059,P00120942,F,51-55,1,B,4+,1,8,,,8084
1000059,P00083842,F,51-55,1,B,4+,1,5,14,,7159
1000059,P00148642,F,51-55,1,B,4+,1,6,10,13,12014
1000059,P00317842,F,51-55,1,,4+,1,8,,,8007
1000059,P00030642,F,51-55,1,B,4+,1,8,,,6141
1000059,P00273642,F,51-55,1,B,4+,1,8,14,,9695
1000059,P00002542,F,51-55,1,B,4+,1,8,14,,5900
1000059,P00331642,F,51-55,1,B,4+,1,12,,,1384
1000059,P00331242,F,51-55,1,B,4+,1,12,17,,1432
1000059,P0096442,F,51-55,1,B,4+,1,4,5,12,2074
1000059,P00050242,F,51-55,1,B,4+,1,8,,,7864
1000059,P00131942,F,51-55,1,B,4+,1,7,,,8784
1000059,P00010742,F,51-55,1,B,4+,1,1,8,17,7988
1000060,P00150542,M,51-55,1,C,1,1,5,,,2048
1000060,P00132042,M,51-55,1,C,1,1,13,16,,742
1000061,P00334242,M,26-35,17,,1,0,1,8,,15365
1000062,P00013742,F,36-45,3,A,1,0,5,,,5234
1000062,P00036842,F,36-45,3,A,1,0,1,14,16,11694
1000062,P00119342,F,36-45,3,A,1,0,10,13,,23792
1000062,P00182142,F,36-45,3,A,1,0,1,5,6,15654
1000062,P00188942,F,36-45,3,A,1,0,8,,,9844
1000062,P00203142,F,36-45,3,A,1,0,16,,,16698
1000062,P00320442,F,36-45,3,A,1,0,6,10,,15957
1000062,P00121642,F,36-45,3,A,1,0,5,14,,8599
1000062,P00289542,F,36-45,3,,1,0,8,,,8138
1000062,P00329742,F,36-45,3,A,1,0,6,16,,12422
1000062,P00326642,F,36-45,3,A,1,0,8,,,7766
1000062,P00346142,F,36-45,3,A,1,0,1,15,,15208
1000062,P00336142,F,36-45,3,A,1,0,5,12,,5284
1000062,P00111442,F,36-45,3,A,1,0,8,,,7965
1000062,P00087242,F,36-45,3,A,1,0,14,,,11279
1000063,P00234742,M,18-25,4,C,2,0,8,,,5881
1000063,P00021742,M,18-25,4,C,2,0,5,,,8587
1000063,P00090842,M,18-25,4,,2,0,11,15,,7552
1000063,P00214542,M,18-25,4,C,2,0,8,,,2226
1000064,P00110942,M,18-25,1,A,1,1,1,2,,19462
1000065,P00289942,M,36-45,12,C,2,1,3,4,5,13253
1000065,P00147942,M,36-45,12,C,2,1,1,16,,19420
1000065,P00216142,M,36-45,12,C,2,1,1,16,,19409
1000065,P00104842,M,36-45,12,C,2,1,8,,,9889
1000065,P00113142,M,36-45,12,C,2,1,1,5,12,15628
1000065,P00177942,M,36-45,12,C,2,1,5,8,,7053
1000066,P00265242,M,26-35,18,C,2,0,5,8,,8652
1000067,P00118142,F,51-55,5,C,4+,1,8,17,,8088
1000067,P00003642,F,51-55,5,C,4+,1,8,,,9878
1000067,P00178342,F,51-55,5,C,4+,1,8,,,7771
1000068,P00289742,M,18-25,4,A,0,0,8,,,9938
1000068,P00085042,M,18-25,4,A,0,0,5,6,,7036
1000068,P00248942,M,18-25,4,A,0,0,1,6,14,11429
1000069,P00184942,F,26-35,1,A,1,0,1,8,17,11715
1000069,P00041542,F,26-35,1,A,1,0,8,,,7973
1000070,P00249142,M,18-25,4,A,2,0,5,,,7076
1000070,P00284042,M,18-25,4,A,2,0,8,17,,2304
1000071,P00165442,M,26-35,14,A,0,1,1,15,16,11846
1000071,P00115942,M,26-35,14,A,0,1,8,17,,7908
1000071,P00278642,M,26-35,14,A,0,1,5,,,5223
1000071,P00021742,M,26-35,14,A,0,1,5,,,6996
1000072,P00156442,F,46-50,0,B,1,1,8,,,7968
1000072,P00318742,F,46-50,0,B,1,1,1,8,,15426
1000073,P00351142,M,18-25,4,,4+,0,1,8,17,15900
1000073,P00074442,M,18-25,4,,4+,0,1,16,,11822
1000073,P00047242,M,18-25,4,A,4+,0,1,5,,7802
1000073,P00199042,M,18-25,4,,4+,0,1,5,,15624
1000073,P00192542,M,18-25,4,A,4+,0,1,2,9,15212
1000074,P00351142,M,36-45,14,A,2,1,1,8,17,15581
1000074,P00350042,M,36-45,14,A,2,1,6,8,,12409
1000075,P00248442,F,0-17,10,C,4+,0,3,4,,13337
1000075,P00172842,F,0-17,10,,4+,0,3,4,,13667
1000075,P00198142,F,0-17,10,C,4+,0,2,4,9,12746
1000075,P00282142,F,0-17,10,C,4+,0,3,4,,5349
1000075,P00166942,F,0-17,10,C,4+,0,2,4,5,16187
1000075,P00187742,F,0-17,10,C,4+,0,2,4,,16320
1000075,P00003442,F,0-17,10,C,4+,0,4,5,8,2129
1000075,P00060242,F,0-17,10,C,4+,0,3,4,,11055
1000075,P00137642,F,0-17,10,C,4+,0,3,4,12,11000
1000075,P00106742,F,0-17,10,C,4+,0,3,5,,10578
1000076,P00126142,M,36-45,7,B,2,1,8,16,,7909
1000076,P00219842,M,36-45,7,B,2,1,5,,,7190
1000076,P00046142,M,36-45,7,B,2,1,1,16,,15393
1000076,P00338442,M,36-45,7,B,2,1,1,16,,11867
1000076,P00328142,M,36-45,7,B,2,1,8,16,,5973
1000077,P00255542,M,18-25,4,C,2,0,5,,,6909
1000077,P00250842,M,18-25,4,C,2,0,8,,,6144
1000077,P00260142,M,18-25,4,C,2,0,5,14,,5432
1000078,P0097142,F,46-50,1,C,0,1,12,,,1720
1000078,P00209842,F,46-50,1,C,0,1,5,8,,6852
1000078,P00212942,F,46-50,1,C,0,1,5,,,7061
1000078,P00283942,F,46-50,1,C,0,1,5,,,6868
